"tool","case","targetClass","budgetSec","run","seed","generatedTestFiles","testsExecuted","testFailures","testSkipped","lineCoveragePct","branchCoveragePct","instructionCoveragePct","mutationScorePct","mutationsTotal","mutationsKilled","mutationsSurvived","mutationsTimedOut","mutationsNoCoverage","generationElapsedSec","analysisElapsedSec","status","error","sourceDir","preparedDir"
"Randoop","LruCache","com.viktor.lab4.LruCache","30","3","303","2","0","0","0","","","","","0","0","0","0","0","","12,722","OK","","C:\Users\user\Documents\Polytech\Testing\Lab4_3\generated-tests\Randoop\LruCache\30\run3-seed303","C:\Users\user\Documents\Polytech\Testing\Lab4_3\build\\analysis-work\\Randoop\\LruCache\\30\\run3-seed303"
"Randoop","LruCache","com.viktor.lab4.LruCache","60","1","101","5","0","0","0","0","0","0","0","6","0","0","0","6","","13,542","OK","","C:\Users\user\Documents\Polytech\Testing\Lab4_3\generated-tests\Randoop\LruCache\60\run1-seed101","C:\Users\user\Documents\Polytech\Testing\Lab4_3\build\\analysis-work\\Randoop\\LruCache\\60\\run1-seed101"
"Randoop","LruCache","com.viktor.lab4.LruCache","60","2","202","5","0","0","0","","","","","0","0","0","0","0","","12,523","OK","","C:\Users\user\Documents\Polytech\Testing\Lab4_3\generated-tests\Randoop\LruCache\60\run2-seed202","C:\Users\user\Documents\Polytech\Testing\Lab4_3\build\\analysis-work\\Randoop\\LruCache\\60\\run2-seed202"
"Randoop","LruCache","com.viktor.lab4.LruCache","60","3","303","2","0","0","0","","","","","0","0","0","0","0","","11,972","OK","","C:\Users\user\Documents\Polytech\Testing\Lab4_3\generated-tests\Randoop\LruCache\60\run3-seed303","C:\Users\user\Documents\Polytech\Testing\Lab4_3\build\\analysis-work\\Randoop\\LruCache\\60\\run3-seed303"
"Randoop","LruCache","com.viktor.lab4.LruCache","120","1","101","3","0","0","0","","","","","0","0","0","0","0","","11,157","OK","","C:\Users\user\Documents\Polytech\Testing\Lab4_3\generated-tests\Randoop\LruCache\120\run1-seed101","C:\Users\user\Documents\Polytech\Testing\Lab4_3\build\\analysis-work\\Randoop\\LruCache\\120\\run1-seed101"
"Randoop","LruCache","com.viktor.lab4.LruCache","120","2","202","4","0","0","0","","","","0","6","0","0","0","6","","13,625","OK","","C:\Users\user\Documents\Polytech\Testing\Lab4_3\generated-tests\Randoop\LruCache\120\run2-seed202","C:\Users\user\Documents\Polytech\Testing\Lab4_3\build\\analysis-work\\Randoop\\LruCache\\120\\run2-seed202"
"Randoop","LruCache","com.viktor.lab4.LruCache","120","3","303","2","0","0","0","","","","","0","0","0","0","0","","12,871","OK","","C:\Users\user\Documents\Polytech\Testing\Lab4_3\generated-tests\Randoop\LruCache\120\run3-seed303","C:\Users\user\Documents\Polytech\Testing\Lab4_3\build\\analysis-work\\Randoop\\LruCache\\120\\run3-seed303"
"Randoop","PricingEngine","com.viktor.lab4.PricingEngine","30","1","101","2","0","0","0","","","","","0","0","0","0","0","","12,881","OK","","C:\Users\user\Documents\Polytech\Testing\Lab4_3\generated-tests\Randoop\PricingEngine\30\run1-seed101","C:\Users\user\Documents\Polytech\Testing\Lab4_3\build\\analysis-work\\Randoop\\PricingEngine\\30\\run1-seed101"
"Randoop","PricingEngine","com.viktor.lab4.PricingEngine","30","2","202","2","0","0","0","","","","","0","0","0","0","0","","12,649","OK","","C:\Users\user\Documents\Polytech\Testing\Lab4_3\generated-tests\Randoop\PricingEngine\30\run2-seed202","C:\Users\user\Documents\Polytech\Testing\Lab4_3\build\\analysis-work\\Randoop\\PricingEngine\\30\\run2-seed202"
"Randoop","PricingEngine","com.viktor.lab4.PricingEngine","30","3","303","2","1763","0","0","65,91","42,86","65,31","44,68","47","21","9","0","17","","18,879","OK","","C:\Users\user\Documents\Polytech\Testing\Lab4_3\generated-tests\Randoop\PricingEngine\30\run3-seed303","C:\Users\user\Documents\Polytech\Testing\Lab4_3\build\\analysis-work\\Randoop\\PricingEngine\\30\\run3-seed303"
